avg1574	8.550168
avg1575	8.647344
avg1579	8.841068
avg1581	8.689391
avg1582	8.789145
avg1584	8.321493
avg1587	8.949505
avg1588	8.167292
avg1589	8.306637
avg1590	8.906255
avg1592	8.663925
avg1593	8.364904
avg1594	8.187410
avg1595	7.922840
avg1597	7.529290
avg1598	8.211870
avg1600	8.297579
avg1602	7.516938
avg1603	8.271666
avg1605	8.128840
avg1606	8.181839
avg1607	9.007677
avg1610	7.849878
avg1611	8.088137
avg1612	8.055180
avg1614	8.335361
avg1618	8.187232
avg1619	8.310771
avg1620	8.552190
avg1621	8.351608
avg1623	8.235257
avg1624	8.828439
avg1625	8.783941
avg1626	8.744361
avg1628	8.039474
avg1629	8.381739
avg1630	8.251502
avg1631	7.716435
avg1632	8.459857
avg1634	8.528673
avg1635	8.885432
avg1636	8.078205
avg1637	8.707669
avg1638	8.051744
avg1640	8.169396
avg1641	8.306310
avg1642	8.214869
avg1643	8.735625
avg1644	8.293143
avg1645	8.463760
avg1646	8.710388
avg1647	8.863655
avg1648	8.818414
avg1649	8.777481
avg1650	8.454805
avg1651	8.545280
avg1652	8.425916
avg1653	8.522592
avg1654	8.708156
avg1655	8.587153
avg1656	8.198880
avg1657	8.833302
avg1658	8.462448
avg1659	8.436830
avg1660	8.523368
avg1661	8.558196
avg1662	8.590708
avg1663	8.770044
avg1664	8.527270
avg1665	8.660034
avg1666	8.446552
avg1667	8.709504
avg1668	8.771691
avg1669	8.619181
avg1670	8.400601
avg1671	8.518946
avg1672	8.153108
avg1673	8.618067
avg1674	8.289658
avg1675	8.482940
avg1676	8.465445
avg1677	8.689994
avg1678	8.539371
avg1679	8.677000
avg1680	8.691132
avg1681	8.539753
avg1682	8.520493
avg1683	8.473471
avg1684	8.415953
avg1685	8.550912
avg1686	8.562251
avg1687	8.355568
avg1688	8.521685
avg1689	8.580779
avg1690	8.616058
avg1691	8.680161
avg1692	8.558446
avg1693	8.656989
avg1694	8.384736
avg1695	8.392371
avg1696	8.529098
avg1697	8.463440
avg1698	8.585180
avg1699	8.556004
avg1700	8.521710
avg1701	8.500051
avg1702	8.583336
avg1703	8.527454
avg1704	8.522989
avg1705	8.617870
avg1706	8.468764
avg1707	8.565633
avg1708	8.499132
avg1709	8.552253
avg1710	8.465145
avg1711	8.415584
avg1712	8.533230
avg1713	8.613037
avg1714	8.506078
avg1715	8.508954
avg1716	8.546141
avg1717	8.561395
avg1718	8.535944
avg1719	8.536345
avg1720	8.505123
avg1721	8.468056
avg1722	8.518963
avg1723	8.395019
avg1724	8.705492
avg1725	8.587256
avg1726	8.657816
avg1727	8.613008
avg1728	8.637380
avg1729	8.613985
avg1730	8.641806
avg1731	8.639212
avg1732	8.716702
avg1733	8.655147
avg1734	8.611321
avg1735	8.661184
avg1736	8.698082
avg1737	8.817106
avg1738	8.627743
avg1739	8.621408
avg1740	8.762636
avg1741	8.755095
avg1742	8.553394
avg1743	8.680918
avg1744	8.623897
avg1745	8.655888
avg1746	8.748286
avg1747	8.571115
avg1748	8.566199
avg1749	8.584833
avg1750	8.729720
avg1751	8.738594
avg1752	8.759855
avg1753	8.795342
avg1754	8.658133
avg1755	8.661908
avg1756	8.737853
avg1757	8.727194
avg1758	8.715151
avg1759	8.598749
avg1760	8.665579
avg1761	8.681702
avg1762	8.620490
avg1763	8.669159
avg1764	8.657474
avg1765	8.698485
avg1766	8.734580
avg1767	8.662739
avg1768	8.651162
avg1769	8.706311
avg1770	8.699647
avg1771	8.670764
avg1772	8.658868
avg1773	8.705331
avg1774	8.688987
avg1775	8.708221
avg1776	8.732666
avg1777	8.740429
avg1778	8.708893
avg1779	8.700362
avg1780	8.706907
avg1781	8.680064
avg1782	8.716568
avg1783	8.765938
avg1784	8.706748
avg1785	8.751851
avg1786	8.744432
avg1787	8.704615
avg1788	8.759935
avg1789	8.650334
avg1790	8.740657
avg1791	8.760644
avg1792	8.815576
avg1793	8.801368
avg1794	8.742495
avg1795	8.767582
avg1796	8.780658
avg1797	8.770975
avg1798	8.787492
avg1799	8.781829
avg1800	8.807268
avg1801	8.832076
avg1802	8.766985
avg1803	8.805948
avg1804	8.810609
avg1805	8.794714
avg1806	8.803401
avg1807	8.768698
avg1808	8.814671
avg1809	8.845452
avg1810	8.809106
avg1811	8.824333
avg1812	8.817047
avg1813	8.845211
avg1814	8.857631
avg1815	8.846096
avg1816	8.873822
avg1817	8.876450
avg1818	8.860543
avg1819	8.875143
avg1820	8.873407
avg1821	8.915233
avg1822	8.944258
avg1823	8.886263
avg1824	8.995076
avg1825	8.989798
avg1826	8.990561
avg1827	8.943317
avg1828	8.987962
avg1829	9.024501
avg1830	8.981992
avg1831	9.021599
avg1832	8.965596
avg1833	9.044678
avg1834	9.007503
avg1835	9.023903
avg1836	9.088197
avg1837	9.049430
avg1838	9.111706
avg1839	9.109529
avg1840	9.097816
avg1841	9.085794
avg1842	9.087331
avg1843	9.055634
avg1844	9.098004
avg1845	9.126770
avg1846	9.097997
avg1847	9.053012
avg1848	9.118921
avg1849	9.093486
avg1850	9.108154
avg1851	9.160741
avg1852	9.145820
avg1853	9.172490
avg1854	9.127926
avg1855	9.111255
avg1856	9.104748
avg1857	9.117808
avg1858	9.160849
avg1859	9.121534
avg1860	9.118619
avg1861	9.135193
avg1862	9.100457
avg1863	9.147872
avg1864	9.175899
avg1865	9.149155
avg1866	9.141006
avg1867	9.125588
avg1868	9.124529
avg1869	9.163663
avg1870	9.170606
avg1871	9.161143
avg1872	9.178546
avg1873	9.169736
avg1874	9.175974
avg1875	9.164163
avg1876	9.171229
avg1877	9.161146
avg1878	9.176175
avg1879	9.198526
avg1880	9.212859
avg1881	9.175426
avg1882	9.220844
avg1883	9.217844
avg1884	9.220935
avg1885	9.207538
avg1886	9.200237
avg1887	9.239815
avg1888	9.237645
avg1889	9.226364
avg1890	9.248484
avg1891	9.236972
avg1892	9.256075
avg1893	9.282586
avg1894	9.252342
avg1895	9.301652
avg1896	9.325665
avg1897	9.311185
avg1898	9.312936
avg1899	9.326818
avg1900	9.322991
avg1901	9.347866
avg1902	9.311830
avg1903	9.329691
avg1904	9.328334
avg1905	9.357171
avg1906	9.346456
avg1907	9.336705
avg1908	9.343007
avg1909	9.357700
avg1910	9.389981
avg1911	9.368834
avg1912	9.374848
avg1913	9.378955
avg1914	9.373020
avg1915	9.340107
avg1916	9.346754
avg1917	9.350670
avg1918	9.332275
avg1919	9.353600
avg1920	9.376127
avg1921	9.356533
avg1922	9.374295
avg1923	9.399070
avg1924	9.390365
avg1925	9.407178
avg1926	9.401710
avg1927	9.443399
avg1928	9.486797
avg1929	9.462953
avg1930	9.470686
avg1931	9.458180
avg1932	9.487366
avg1933	9.483217
avg1934	9.461593
avg1935	9.489045
avg1936	9.520746
avg1937	9.511172
avg1938	9.514858
avg1939	9.522617
avg1940	9.512028
avg1941	9.486348
avg1942	9.492910
avg1943	9.436054
avg1944	9.458095
avg1945	9.504848
avg1946	9.522369
avg1947	9.532473
avg1948	9.567398
avg1949	9.570151
avg1950	9.570879
avg1951	9.615029
avg1952	9.608948
avg1953	9.644728
avg1954	9.628952
avg1955	9.666175
avg1956	9.683572
avg1957	9.712340
avg1958	9.720309
avg1959	9.732458
avg1960	9.755934
avg1961	9.765259
avg1962	9.779985
avg1963	9.782959
avg1964	9.809935
avg1965	9.824136
avg1966	9.830534
avg1967	9.844668
avg1968	9.864791
avg1969	9.863339
avg1970	9.871081
avg1971	9.881922
avg1972	9.883863
avg1973	9.874982
avg1974	9.878360
avg1975	9.883819
avg1976	9.889388
avg1977	9.897307
avg1978	9.890544
avg1979	9.900263
avg1980	9.905099
avg1981	9.911316
avg1982	9.919403
avg1983	9.926965
avg1984	9.920735
avg1985	9.927019
avg1986	9.934242
avg1987	9.933838
avg1988	9.939638
avg1989	9.949889
avg1990	9.963220
avg1991	9.956264
avg1992	9.957406
avg1993	9.955656
avg1994	9.966752
avg1995	9.960798
avg1996	9.966865
avg1997	9.969391
avg1998	9.987864
avg1999	9.988053
avg2000	9.997945
avg2001	10.002857
avg2002	10.004960
avg2003	10.007309
avg2004	10.012614
avg2005	10.015326
avg2006	10.026453
avg2007	10.030805
avg2008	9.996616
